Generation 02951 --> STR 01, INT 01, STM 01, AGL 02
Generation 02952 --> STR 01, INT 01, STM 01, AGL 01
Generation 02953 --> STR 01, INT 01, STM 02, AGL 01
Generation 02954 --> STR 01, INT 01, STM 01, AGL 01
Generation 02955 --> STR 02, INT 02, STM 01, AGL 02
Generation 02956 --> STR 03, INT 01, STM 02, AGL 01
Generation 02957 --> STR 01, INT 01, STM 01, AGL 01
Generation 02958 --> STR 01, INT 01, STM 01, AGL 01
Generation 02959 --> STR 01, INT 01, STM 01, AGL 01
Generation 02960 --> STR 02, INT 01, STM 02, AGL 02
Generation 02961 --> STR 01, INT 01, STM 01, AGL 01
Generation 02962 --> STR 02, INT 01, STM 02, AGL 01
Generation 02963 --> STR 01, INT 01, STM 01, AGL 02
Generation 02964 --> STR 01, INT 01, STM 01, AGL 01
Generation 02965 --> STR 01, INT 01, STM 01, AGL 01
Generation 02966 --> STR 02, INT 01, STM 02, AGL 02
Generation 02967 --> STR 01, INT 02, STM 01, AGL 03
Generation 02968 --> STR 01, INT 01, STM 02, AGL 04
Generation 02969 --> STR 01, INT 01, STM 01, AGL 02
Generation 02970 --> STR 02, INT 01, STM 01, AGL 01
Generation 02971 --> STR 01, INT 02, STM 02, AGL 01
Generation 02972 --> STR 02, INT 01, STM 01, AGL 02
Generation 02973 --> STR 01, INT 01, STM 01, AGL 01
Generation 02974 --> STR 01, INT 01, STM 01, AGL 01
Generation 02975 --> STR 02, INT 02, STM 01, AGL 01
Generation 02976 --> STR 03, INT 03, STM 01, AGL 01
Generation 02977 --> STR 02, INT 02, STM 02, AGL 02
Generation 02978 --> STR 03, INT 01, STM 03, AGL 01
Generation 02979 --> STR 02, INT 02, STM 04, AGL 02
Generation 02980 --> STR 01, INT 03, STM 02, AGL 01
Generation 02981 --> STR 01, INT 01, STM 01, AGL 01
Generation 02982 --> STR 01, INT 01, STM 01, AGL 01
Generation 02983 --> STR 01, INT 02, STM 01, AGL 01
Generation 02984 --> STR 01, INT 01, STM 01, AGL 01
Generation 02985 --> STR 01, INT 01, STM 01, AGL 01
Generation 02986 --> STR 01, INT 01, STM 01, AGL 01
Generation 02987 --> STR 02, INT 02, STM 01, AGL 02
Generation 02988 --> STR 01, INT 01, STM 01, AGL 01
Generation 02989 --> STR 01, INT 01, STM 01, AGL 01
Generation 02990 --> STR 01, INT 01, STM 01, AGL 01
Generation 02991 --> STR 01, INT 01, STM 01, AGL 01
Generation 02992 --> STR 02, INT 01, STM 02, AGL 01
Generation 02993 --> STR 03, INT 01, STM 03, AGL 02
Generation 02994 --> STR 01, INT 02, STM 04, AGL 01
Generation 02995 --> STR 01, INT 01, STM 02, AGL 01
Generation 02996 --> STR 01, INT 02, STM 03, AGL 01
Generation 02997 --> STR 01, INT 01, STM 02, AGL 01
Generation 02998 --> STR 01, INT 01, STM 01, AGL 01
Generation 02999 --> STR 01, INT 02, STM 01, AGL 01
Generation 03000 --> STR 01, INT 03, STM 01, AGL 02
Generation 03001 --> STR 01, INT 01, STM 02, AGL 01
Generation 03002 --> STR 01, INT 01, STM 01, AGL 02
Generation 03003 --> STR 01, INT 02, STM 01, AGL 03
Generation 03004 --> STR 01, INT 03, STM 01, AGL 04
Generation 03005 --> STR 01, INT 01, STM 02, AGL 02
Generation 03006 --> STR 01, INT 01, STM 01, AGL 01
Generation 03007 --> STR 01, INT 02, STM 01, AGL 02
Generation 03008 --> STR 01, INT 01, STM 02, AGL 03
Generation 03009 --> STR 02, INT 01, STM 03, AGL 04
Generation 03010 --> STR 01, INT 01, STM 02, AGL 05
Generation 03011 --> STR 02, INT 01, STM 01, AGL 03
Generation 03012 --> STR 01, INT 01, STM 02, AGL 04
Generation 03013 --> STR 02, INT 01, STM 03, AGL 02
Generation 03014 --> STR 01, INT 02, STM 01, AGL 03
Generation 03015 --> STR 01, INT 03, STM 01, AGL 01
Generation 03016 --> STR 01, INT 01, STM 01, AGL 01
Generation 03017 --> STR 01, INT 01, STM 01, AGL 01
Generation 03018 --> STR 01, INT 01, STM 01, AGL 02
Generation 03019 --> STR 01, INT 01, STM 01, AGL 01
Generation 03020 --> STR 01, INT 02, STM 02, AGL 01
Generation 03021 --> STR 02, INT 03, STM 03, AGL 01
Generation 03022 --> STR 01, INT 01, STM 02, AGL 02
Generation 03023 --> STR 01, INT 02, STM 03, AGL 03
Generation 03024 --> STR 01, INT 01, STM 01, AGL 01
Generation 03025 --> STR 01, INT 01, STM 02, AGL 01
Generation 03026 --> STR 01, INT 02, STM 03, AGL 01
Generation 03027 --> STR 01, INT 03, STM 04, AGL 02
Generation 03028 --> STR 01, INT 02, STM 03, AGL 03
Generation 03029 --> STR 02, INT 03, STM 04, AGL 02
Generation 03030 --> STR 03, INT 04, STM 05, AGL 03
Generation 03031 --> STR 01, INT 03, STM 06, AGL 04
Generation 03032 --> STR 01, INT 01, STM 04, AGL 02
Generation 03033 --> STR 01, INT 02, STM 05, AGL 01
Generation 03034 --> STR 01, INT 03, STM 04, AGL 01
Generation 03035 --> STR 02, INT 02, STM 03, AGL 01
Generation 03036 --> STR 03, INT 01, STM 02, AGL 02
Generation 03037 --> STR 02, INT 02, STM 01, AGL 01
Generation 03038 --> STR 01, INT 03, STM 01, AGL 01
Generation 03039 --> STR 01, INT 01, STM 01, AGL 02
Generation 03040 --> STR 01, INT 01, STM 01, AGL 03
Generation 03041 --> STR 02, INT 02, STM 01, AGL 04
Generation 03042 --> STR 01, INT 03, STM 01, AGL 03
Generation 03043 --> STR 01, INT 04, STM 02, AGL 01
Generation 03044 --> STR 01, INT 05, STM 01, AGL 02
Generation 03045 --> STR 01, INT 04, STM 01, AGL 01
Generation 03046 --> STR 02, INT 03, STM 01, AGL 02
Generation 03047 --> STR 01, INT 04, STM 01, AGL 01
Generation 03048 --> STR 02, INT 02, STM 01, AGL 02
Generation 03049 --> STR 03, INT 01, STM 01, AGL 01
Generation 03050 --> STR 02, INT 01, STM 01, AGL 01
Generation 03051 --> STR 01, INT 01, STM 01, AGL 01
Generation 03052 --> STR 02, INT 01, STM 02, AGL 01
Generation 03053 --> STR 01, INT 01, STM 01, AGL 02
Generation 03054 --> STR 01, INT 01, STM 02, AGL 01
Generation 03055 --> STR 01, INT 01, STM 01, AGL 01
Generation 03056 --> STR 01, INT 01, STM 01, AGL 01
Generation 03057 --> STR 01, INT 01, STM 02, AGL 01
Generation 03058 --> STR 02, INT 01, STM 03, AGL 01
Generation 03059 --> STR 01, INT 01, STM 01, AGL 02
Generation 03060 --> STR 01, INT 01, STM 01, AGL 03
Generation 03061 --> STR 02, INT 01, STM 02, AGL 02
Generation 03062 --> STR 01, INT 02, STM 03, AGL 01
Generation 03063 --> STR 01, INT 01, STM 04, AGL 01
Generation 03064 --> STR 01, INT 01, STM 03, AGL 01
Generation 03065 --> STR 02, INT 02, STM 04, AGL 01
Generation 03066 --> STR 01, INT 03, STM 03, AGL 01
Generation 03067 --> STR 01, INT 02, STM 02, AGL 01
Generation 03068 --> STR 02, INT 03, STM 03, AGL 01
Generation 03069 --> STR 01, INT 02, STM 04, AGL 01
Generation 03070 --> STR 01, INT 01, STM 05, AGL 02
Generation 03071 --> STR 01, INT 01, STM 04, AGL 03
Generation 03072 --> STR 01, INT 01, STM 05, AGL 01
Generation 03073 --> STR 02, INT 01, STM 03, AGL 01
Generation 03074 --> STR 03, INT 01, STM 01, AGL 02
Generation 03075 --> STR 01, INT 01, STM 01, AGL 01
Generation 03076 --> STR 01, INT 01, STM 02, AGL 01
Generation 03077 --> STR 02, INT 02, STM 01, AGL 02
Generation 03078 --> STR 03, INT 03, STM 02, AGL 03
Generation 03079 --> STR 04, INT 01, STM 03, AGL 01
Generation 03080 --> STR 05, INT 01, STM 02, AGL 01
Generation 03081 --> STR 03, INT 02, STM 01, AGL 01
Generation 03082 --> STR 01, INT 01, STM 01, AGL 01
Generation 03083 --> STR 01, INT 02, STM 01, AGL 01
Generation 03084 --> STR 01, INT 03, STM 01, AGL 01
Generation 03085 --> STR 02, INT 04, STM 02, AGL 02
Generation 03086 --> STR 01, INT 02, STM 01, AGL 01
Generation 03087 --> STR 01, INT 03, STM 02, AGL 02
Generation 03088 --> STR 01, INT 01, STM 01, AGL 01
Generation 03089 --> STR 02, INT 02, STM 01, AGL 01
Generation 03090 --> STR 01, INT 03, STM 01, AGL 01
Generation 03091 --> STR 01, INT 04, STM 01, AGL 01
Generation 03092 --> STR 01, INT 05, STM 01, AGL 01
Generation 03093 --> STR 01, INT 03, STM 01, AGL 01
Generation 03094 --> STR 02, INT 04, STM 01, AGL 01
Generation 03095 --> STR 03, INT 03, STM 01, AGL 01
Generation 03096 --> STR 01, INT 01, STM 02, AGL 01
Generation 03097 --> STR 02, INT 01, STM 01, AGL 02
Generation 03098 --> STR 03, INT 01, STM 02, AGL 01
Generation 03099 --> STR 01, INT 01, STM 01, AGL 01
Generation 03100 --> STR 01, INT 01, STM 01, AGL 01
Generation 03101 --> STR 01, INT 01, STM 01, AGL 01
Generation 03102 --> STR 02, INT 01, STM 02, AGL 01
Generation 03103 --> STR 01, INT 01, STM 01, AGL 02
Generation 03104 --> STR 01, INT 02, STM 02, AGL 03
Generation 03105 --> STR 01, INT 01, STM 03, AGL 01
Generation 03106 --> STR 01, INT 02, STM 01, AGL 01
Generation 03107 --> STR 01, INT 01, STM 01, AGL 01
Generation 03108 --> STR 01, INT 01, STM 01, AGL 01
Generation 03109 --> STR 01, INT 02, STM 02, AGL 02
Generation 03110 --> STR 01, INT 03, STM 03, AGL 03
Generation 03111 --> STR 01, INT 01, STM 01, AGL 04
Generation 03112 --> STR 01, INT 01, STM 01, AGL 02
Generation 03113 --> STR 01, INT 02, STM 02, AGL 03
Generation 03114 --> STR 02, INT 01, STM 01, AGL 02
Generation 03115 --> STR 01, INT 01, STM 01, AGL 03
Generation 03116 --> STR 01, INT 01, STM 02, AGL 01
Generation 03117 --> STR 01, INT 01, STM 01, AGL 02
Generation 03118 --> STR 02, INT 01, STM 01, AGL 03
Generation 03119 --> STR 03, INT 02, STM 01, AGL 02
Generation 03120 --> STR 02, INT 03, STM 01, AGL 01
Generation 03121 --> STR 01, INT 04, STM 02, AGL 01
Generation 03122 --> STR 01, INT 03, STM 03, AGL 01
Generation 03123 --> STR 02, INT 02, STM 02, AGL 02
Generation 03124 --> STR 01, INT 01, STM 01, AGL 01
Generation 03125 --> STR 01, INT 01, STM 01, AGL 01
Generation 03126 --> STR 02, INT 01, STM 02, AGL 01
Generation 03127 --> STR 03, INT 01, STM 01, AGL 02
Generation 03128 --> STR 04, INT 01, STM 01, AGL 01
Generation 03129 --> STR 02, INT 01, STM 02, AGL 01
Generation 03130 --> STR 03, INT 02, STM 01, AGL 01
Generation 03131 --> STR 02, INT 01, STM 02, AGL 01
Generation 03132 --> STR 01, INT 01, STM 01, AGL 01
Generation 03133 --> STR 01, INT 01, STM 01, AGL 01
Generation 03134 --> STR 01, INT 02, STM 02, AGL 01
Generation 03135 --> STR 02, INT 03, STM 01, AGL 01
Generation 03136 --> STR 01, INT 04, STM 02, AGL 01
Generation 03137 --> STR 01, INT 03, STM 03, AGL 02
Generation 03138 --> STR 01, INT 01, STM 01, AGL 01
Generation 03139 --> STR 02, INT 01, STM 02, AGL 01
Generation 03140 --> STR 01, INT 01, STM 01, AGL 01
Generation 03141 --> STR 01, INT 01, STM 01, AGL 01
Generation 03142 --> STR 01, INT 01, STM 01, AGL 01
Generation 03143 --> STR 02, INT 01, STM 02, AGL 02
Generation 03144 --> STR 03, INT 01, STM 01, AGL 01
Generation 03145 --> STR 04, INT 02, STM 01, AGL 02
Generation 03146 --> STR 03, INT 01, STM 02, AGL 01
Generation 03147 --> STR 02, INT 01, STM 01, AGL 01
Generation 03148 --> STR 01, INT 01, STM 01, AGL 02
Generation 03149 --> STR 01, INT 01, STM 01, AGL 03
Generation 03150 --> STR 01, INT 02, STM 01, AGL 01
Generation 03151 --> STR 02, INT 01, STM 01, AGL 02
Generation 03152 --> STR 01, INT 01, STM 01, AGL 01
Generation 03153 --> STR 02, INT 02, STM 01, AGL 01
Generation 03154 --> STR 01, INT 01, STM 01, AGL 01
Generation 03155 --> STR 01, INT 02, STM 01, AGL 02
Generation 03156 --> STR 01, INT 01, STM 01, AGL 01
Generation 03157 --> STR 01, INT 01, STM 01, AGL 02
Generation 03158 --> STR 02, INT 01, STM 01, AGL 01
Generation 03159 --> STR 03, INT 01, STM 01, AGL 01
Generation 03160 --> STR 02, INT 02, STM 02, AGL 02
Generation 03161 --> STR 03, INT 03, STM 01, AGL 03
Generation 03162 --> STR 04, INT 04, STM 02, AGL 04
Generation 03163 --> STR 02, INT 05, STM 03, AGL 03
Generation 03164 --> STR 03, INT 03, STM 01, AGL 01
Generation 03165 --> STR 01, INT 02, STM 01, AGL 02
Generation 03166 --> STR 01, INT 01, STM 01, AGL 01
Generation 03167 --> STR 02, INT 01, STM 01, AGL 02
Generation 03168 --> STR 01, INT 02, STM 01, AGL 03
Generation 03169 --> STR 01, INT 03, STM 01, AGL 04
Generation 03170 --> STR 02, INT 02, STM 01, AGL 03
Generation 03171 --> STR 03, INT 03, STM 01, AGL 01
Generation 03172 --> STR 02, INT 01, STM 01, AGL 01
Generation 03173 --> STR 03, INT 02, STM 01, AGL 01
Generation 03174 --> STR 04, INT 03, STM 01, AGL 02
Generation 03175 --> STR 05, INT 01, STM 01, AGL 01
Generation 03176 --> STR 03, INT 01, STM 01, AGL 02
Generation 03177 --> STR 02, INT 01, STM 01, AGL 01
Generation 03178 --> STR 01, INT 01, STM 01, AGL 02
Generation 03179 --> STR 01, INT 01, STM 01, AGL 01
Generation 03180 --> STR 01, INT 01, STM 01, AGL 01
Generation 03181 --> STR 01, INT 02, STM 01, AGL 02
Generation 03182 --> STR 01, INT 01, STM 01, AGL 01
Generation 03183 --> STR 01, INT 02, STM 02, AGL 01
Generation 03184 --> STR 02, INT 03, STM 01, AGL 01
Generation 03185 --> STR 01, INT 02, STM 01, AGL 01
Generation 03186 --> STR 02, INT 03, STM 01, AGL 01
Generation 03187 --> STR 01, INT 01, STM 02, AGL 01
Generation 03188 --> STR 01, INT 01, STM 01, AGL 01
Generation 03189 --> STR 01, INT 01, STM 02, AGL 01
Generation 03190 --> STR 01, INT 02, STM 01, AGL 02
Generation 03191 --> STR 01, INT 03, STM 01, AGL 03
Generation 03192 --> STR 01, INT 04, STM 01, AGL 01
Generation 03193 --> STR 02, INT 02, STM 01, AGL 01
Generation 03194 --> STR 03, INT 03, STM 02, AGL 01
Generation 03195 --> STR 02, INT 01, STM 01, AGL 02
Generation 03196 --> STR 01, INT 01, STM 02, AGL 03
Generation 03197 --> STR 01, INT 01, STM 01, AGL 04
Generation 03198 --> STR 01, INT 01, STM 01, AGL 03
Generation 03199 --> STR 02, INT 01, STM 01, AGL 04
Generation 03200 --> STR 01, INT 01, STM 02, AGL 05
Generation 03201 --> STR 01, INT 01, STM 01, AGL 06
Generation 03202 --> STR 01, INT 01, STM 01, AGL 05
Generation 03203 --> STR 01, INT 02, STM 02, AGL 03
Generation 03204 --> STR 01, INT 01, STM 01, AGL 04
Generation 03205 --> STR 01, INT 02, STM 02, AGL 03
Generation 03206 --> STR 01, INT 01, STM 01, AGL 01
Generation 03207 --> STR 01, INT 02, STM 01, AGL 01
Generation 03208 --> STR 01, INT 01, STM 01, AGL 01
Generation 03209 --> STR 01, INT 01, STM 01, AGL 02
Generation 03210 --> STR 01, INT 01, STM 02, AGL 01
Generation 03211 --> STR 01, INT 01, STM 01, AGL 01
Generation 03212 --> STR 02, INT 02, STM 02, AGL 01
Generation 03213 --> STR 01, INT 01, STM 03, AGL 02
Generation 03214 --> STR 02, INT 01, STM 02, AGL 03
Generation 03215 --> STR 01, INT 01, STM 01, AGL 02
Generation 03216 --> STR 01, INT 01, STM 01, AGL 01
Generation 03217 --> STR 01, INT 01, STM 02, AGL 01
Generation 03218 --> STR 01, INT 01, STM 01, AGL 01
Generation 03219 --> STR 02, INT 02, STM 02, AGL 01
Generation 03220 --> STR 01, INT 01, STM 03, AGL 01
Generation 03221 --> STR 01, INT 01, STM 01, AGL 02
Generation 03222 --> STR 01, INT 01, STM 02, AGL 01
Generation 03223 --> STR 02, INT 02, STM 01, AGL 01
Generation 03224 --> STR 01, INT 01, STM 01, AGL 01
Generation 03225 --> STR 01, INT 01, STM 01, AGL 02
Generation 03226 --> STR 01, INT 01, STM 02, AGL 03
Generation 03227 --> STR 02, INT 02, STM 03, AGL 01
Generation 03228 --> STR 03, INT 01, STM 02, AGL 02
Generation 03229 --> STR 02, INT 01, STM 01, AGL 01
Generation 03230 --> STR 01, INT 02, STM 01, AGL 02
Generation 03231 --> STR 01, INT 01, STM 01, AGL 01
Generation 03232 --> STR 01, INT 01, STM 01, AGL 02
Generation 03233 --> STR 02, INT 01, STM 01, AGL 01
Generation 03234 --> STR 03, INT 01, STM 01, AGL 02
Generation 03235 --> STR 01, INT 01, STM 01, AGL 01
Generation 03236 --> STR 01, INT 02, STM 01, AGL 01
Generation 03237 --> STR 02, INT 01, STM 01, AGL 01
Generation 03238 --> STR 01, INT 01, STM 02, AGL 02
Generation 03239 --> STR 02, INT 01, STM 03, AGL 01
Generation 03240 --> STR 03, INT 02, STM 04, AGL 01
Generation 03241 --> STR 04, INT 01, STM 05, AGL 02
Generation 03242 --> STR 03, INT 01, STM 04, AGL 03
Generation 03243 --> STR 04, INT 01, STM 05, AGL 02
Generation 03244 --> STR 05, INT 01, STM 04, AGL 01
Generation 03245 --> STR 06, INT 01, STM 02, AGL 01
Generation 03246 --> STR 05, INT 01, STM 03, AGL 01
Generation 03247 --> STR 06, INT 01, STM 04, AGL 01
Generation 03248 --> STR 04, INT 01, STM 02, AGL 01
Generation 03249 --> STR 05, INT 01, STM 01, AGL 01
Generation 03250 --> STR 03, INT 01, STM 01, AGL 02
Generation 03251 --> STR 04, INT 01, STM 01, AGL 03
Generation 03252 --> STR 05, INT 02, STM 01, AGL 01
Generation 03253 --> STR 03, INT 03, STM 01, AGL 01
Generation 03254 --> STR 02, INT 01, STM 01, AGL 01
Generation 03255 --> STR 01, INT 01, STM 01, AGL 01
Generation 03256 --> STR 01, INT 01, STM 01, AGL 01
Generation 03257 --> STR 01, INT 02, STM 01, AGL 01
Generation 03258 --> STR 02, INT 01, STM 02, AGL 01
Generation 03259 --> STR 03, INT 02, STM 01, AGL 01
Generation 03260 --> STR 01, INT 01, STM 01, AGL 01
Generation 03261 --> STR 01, INT 01, STM 01, AGL 01
Generation 03262 --> STR 01, INT 01, STM 01, AGL 01
Generation 03263 --> STR 02, INT 02, STM 01, AGL 01
Generation 03264 --> STR 01, INT 03, STM 01, AGL 01
Generation 03265 --> STR 02, INT 01, STM 01, AGL 01
Generation 03266 --> STR 01, INT 01, STM 01, AGL 01
Generation 03267 --> STR 01, INT 01, STM 01, AGL 02
Generation 03268 --> STR 01, INT 02, STM 01, AGL 01
Generation 03269 --> STR 02, INT 01, STM 01, AGL 01
Generation 03270 --> STR 01, INT 01, STM 02, AGL 01
Generation 03271 --> STR 01, INT 01, STM 03, AGL 01
Generation 03272 --> STR 01, INT 02, STM 04, AGL 01
Generation 03273 --> STR 01, INT 03, STM 05, AGL 01
Generation 03274 --> STR 02, INT 01, STM 06, AGL 02
Generation 03275 --> STR 01, INT 02, STM 05, AGL 03
Generation 03276 --> STR 01, INT 01, STM 04, AGL 04
Generation 03277 --> STR 02, INT 02, STM 03, AGL 02
Generation 03278 --> STR 03, INT 01, STM 01, AGL 03
Generation 03279 --> STR 04, INT 02, STM 01, AGL 02
Generation 03280 --> STR 02, INT 01, STM 01, AGL 01
Generation 03281 --> STR 01, INT 02, STM 01, AGL 01
Generation 03282 --> STR 01, INT 03, STM 02, AGL 01
Generation 03283 --> STR 01, INT 02, STM 01, AGL 02
Generation 03284 --> STR 02, INT 03, STM 02, AGL 01
Generation 03285 --> STR 01, INT 01, STM 01, AGL 01
Generation 03286 --> STR 01, INT 01, STM 02, AGL 01
Generation 03287 --> STR 02, INT 02, STM 01, AGL 01
Generation 03288 --> STR 01, INT 03, STM 01, AGL 02
Generation 03289 --> STR 01, INT 01, STM 02, AGL 01
Generation 03290 --> STR 01, INT 01, STM 01, AGL 01
Generation 03291 --> STR 01, INT 01, STM 01, AGL 02
Generation 03292 --> STR 02, INT 01, STM 01, AGL 03
Generation 03293 --> STR 01, INT 02, STM 02, AGL 04
Generation 03294 --> STR 01, INT 01, STM 01, AGL 02
Generation 03295 --> STR 02, INT 01, STM 02, AGL 01
Generation 03296 --> STR 01, INT 01, STM 03, AGL 02
Generation 03297 --> STR 01, INT 01, STM 04, AGL 03
Generation 03298 --> STR 01, INT 01, STM 05, AGL 02
Generation 03299 --> STR 02, INT 01, STM 06, AGL 03
Generation 03300 --> STR 01, INT 01, STM 05, AGL 04
Generation 03301 --> STR 02, INT 02, STM 06, AGL 03
Generation 03302 --> STR 03, INT 01, STM 05, AGL 04
Generation 03303 --> STR 04, INT 01, STM 04, AGL 02
Generation 03304 --> STR 02, INT 01, STM 05, AGL 01
Generation 03305 --> STR 01, INT 02, STM 04, AGL 01
Generation 03306 --> STR 01, INT 01, STM 05, AGL 01
Generation 03307 --> STR 02, INT 01, STM 06, AGL 01
Generation 03308 --> STR 03, INT 01, STM 07, AGL 01
Generation 03309 --> STR 01, INT 02, STM 06, AGL 01
Generation 03310 --> STR 01, INT 01, STM 04, AGL 01
Generation 03311 --> STR 01, INT 02, STM 02, AGL 01
Generation 03312 --> STR 01, INT 01, STM 01, AGL 02
Generation 03313 --> STR 01, INT 02, STM 02, AGL 01
Generation 03314 --> STR 01, INT 03, STM 01, AGL 01
Generation 03315 --> STR 01, INT 04, STM 01, AGL 02
Generation 03316 --> STR 01, INT 05, STM 01, AGL 03
Generation 03317 --> STR 01, INT 03, STM 02, AGL 02
Generation 03318 --> STR 01, INT 01, STM 01, AGL 01
Generation 03319 --> STR 02, INT 01, STM 01, AGL 01
Generation 03320 --> STR 01, INT 01, STM 01, AGL 02
Generation 03321 --> STR 01, INT 01, STM 01, AGL 01
Generation 03322 --> STR 02, INT 01, STM 01, AGL 01
Generation 03323 --> STR 01, INT 01, STM 01, AGL 02
Generation 03324 --> STR 02, INT 01, STM 01, AGL 03
Generation 03325 --> STR 01, INT 01, STM 02, AGL 01
Generation 03326 --> STR 01, INT 01, STM 01, AGL 01
Generation 03327 --> STR 01, INT 02, STM 01, AGL 01
Generation 03328 --> STR 02, INT 01, STM 01, AGL 01
Generation 03329 --> STR 01, INT 01, STM 01, AGL 01
Generation 03330 --> STR 01, INT 02, STM 01, AGL 02
Generation 03331 --> STR 01, INT 01, STM 01, AGL 01
Generation 03332 --> STR 01, INT 01, STM 01, AGL 01
Generation 03333 --> STR 02, INT 01, STM 02, AGL 02
Generation 03334 --> STR 01, INT 01, STM 01, AGL 03
Generation 03335 --> STR 02, INT 01, STM 01, AGL 02
Generation 03336 --> STR 01, INT 01, STM 01, AGL 03
Generation 03337 --> STR 01, INT 02, STM 01, AGL 04
Generation 03338 --> STR 01, INT 01, STM 01, AGL 03
Generation 03339 --> STR 02, INT 02, STM 02, AGL 04
Generation 03340 --> STR 03, INT 03, STM 03, AGL 02
Generation 03341 --> STR 02, INT 02, STM 02, AGL 03
Generation 03342 --> STR 01, INT 01, STM 01, AGL 01
Generation 03343 --> STR 01, INT 02, STM 02, AGL 01
Generation 03344 --> STR 01, INT 03, STM 03, AGL 01
Generation 03345 --> STR 02, INT 02, STM 02, AGL 02
Generation 03346 --> STR 01, INT 01, STM 01, AGL 03
Generation 03347 --> STR 01, INT 01, STM 01, AGL 04
Generation 03348 --> STR 02, INT 01, STM 01, AGL 03
Generation 03349 --> STR 01, INT 01, STM 01, AGL 04
Generation 03350 --> STR 02, INT 02, STM 01, AGL 02
Generation 03351 --> STR 03, INT 03, STM 01, AGL 01
Generation 03352 --> STR 04, INT 01, STM 02, AGL 02
Generation 03353 --> STR 03, INT 01, STM 01, AGL 03
Generation 03354 --> STR 01, INT 01, STM 01, AGL 04
Generation 03355 --> STR 01, INT 01, STM 01, AGL 03
Generation 03356 --> STR 01, INT 01, STM 02, AGL 01
Generation 03357 --> STR 02, INT 01, STM 03, AGL 01
Generation 03358 --> STR 01, INT 01, STM 02, AGL 01
Generation 03359 --> STR 01, INT 01, STM 01, AGL 02
Generation 03360 --> STR 02, INT 01, STM 02, AGL 01
Generation 03361 --> STR 01, INT 01, STM 03, AGL 01
Generation 03362 --> STR 02, INT 02, STM 01, AGL 01
Generation 03363 --> STR 03, INT 01, STM 02, AGL 01
Generation 03364 --> STR 02, INT 01, STM 01, AGL 01
Generation 03365 --> STR 01, INT 02, STM 01, AGL 02
Generation 03366 --> STR 01, INT 03, STM 01, AGL 01
Generation 03367 --> STR 01, INT 04, STM 01, AGL 01
Generation 03368 --> STR 01, INT 05, STM 01, AGL 02
Generation 03369 --> STR 02, INT 03, STM 02, AGL 01
Generation 03370 --> STR 01, INT 02, STM 01, AGL 01
Generation 03371 --> STR 01, INT 03, STM 01, AGL 01
Generation 03372 --> STR 02, INT 02, STM 01, AGL 02
Generation 03373 --> STR 03, INT 01, STM 01, AGL 01
Generation 03374 --> STR 01, INT 01, STM 01, AGL 01
Generation 03375 --> STR 01, INT 01, STM 01, AGL 02
Generation 03376 --> STR 02, INT 02, STM 01, AGL 01
Generation 03377 --> STR 03, INT 01, STM 01, AGL 01
Generation 03378 --> STR 01, INT 01, STM 01, AGL 01
Generation 03379 --> STR 02, INT 02, STM 02, AGL 02
Generation 03380 --> STR 01, INT 01, STM 01, AGL 03
Generation 03381 --> STR 01, INT 02, STM 02, AGL 04
Generation 03382 --> STR 01, INT 01, STM 01, AGL 02
Generation 03383 --> STR 01, INT 01, STM 02, AGL 01
Generation 03384 --> STR 01, INT 01, STM 01, AGL 02
Generation 03385 --> STR 01, INT 02, STM 02, AGL 01
Generation 03386 --> STR 02, INT 01, STM 03, AGL 01
Generation 03387 --> STR 01, INT 01, STM 01, AGL 01
Generation 03388 --> STR 02, INT 02, STM 01, AGL 01
Generation 03389 --> STR 01, INT 03, STM 01, AGL 01
Generation 03390 --> STR 01, INT 04, STM 01, AGL 01
Generation 03391 --> STR 01, INT 03, STM 01, AGL 01
Generation 03392 --> STR 01, INT 02, STM 01, AGL 01
Generation 03393 --> STR 02, INT 03, STM 01, AGL 01
Generation 03394 --> STR 03, INT 04, STM 01, AGL 02
Generation 03395 --> STR 04, INT 03, STM 02, AGL 01
Generation 03396 --> STR 03, INT 02, STM 01, AGL 01
Generation 03397 --> STR 04, INT 01, STM 01, AGL 02
Generation 03398 --> STR 05, INT 02, STM 01, AGL 03
Generation 03399 --> STR 06, INT 03, STM 02, AGL 01
Generation 03400 --> STR 05, INT 02, STM 03, AGL 01
Generation 03401 --> STR 06, INT 03, STM 02, AGL 01
Generation 03402 --> STR 04, INT 02, STM 03, AGL 01
Generation 03403 --> STR 05, INT 01, STM 02, AGL 01
Generation 03404 --> STR 06, INT 01, STM 03, AGL 01
Generation 03405 --> STR 07, INT 02, STM 01, AGL 01
Generation 03406 --> STR 05, INT 03, STM 01, AGL 02
Generation 03407 --> STR 03, INT 01, STM 01, AGL 01
Generation 03408 --> STR 01, INT 01, STM 02, AGL 01
Generation 03409 --> STR 01, INT 02, STM 03, AGL 02
Generation 03410 --> STR 01, INT 03, STM 04, AGL 01
Generation 03411 --> STR 02, INT 04, STM 02, AGL 01
Generation 03412 --> STR 01, INT 02, STM 01, AGL 01
Generation 03413 --> STR 01, INT 01, STM 01, AGL 01
Generation 03414 --> STR 01, INT 01, STM 02, AGL 01
Generation 03415 --> STR 01, INT 01, STM 03, AGL 01
Generation 03416 --> STR 01, INT 01, STM 04, AGL 01
